Date,GMSL
2001-10,27.6
2001-11,24.5
2001-12,22.1
2002-01,23.1
2002-02,24.3
2002-03,25.9
2002-04,24.9
2002-05,26.5
2002-06,29.2
2002-07,29.4
2002-08,28.5
2002-09,30.0
2002-10,31.4
2002-11,34.2
2002-12,32.9
2003-01,31.8
2003-02,30.2
2003-03,29.3
2003-04,33.5
2003-05,35.9
2003-06,40.0
2003-07,40.0
2003-08,42.4
2003-09,43.6
2003-10,44.3
2003-11,41.0
2003-12,39.3
2004-01,36.3
2004-02,33.4
2004-03,33.9
2004-04,34.9
2004-05,39.2
2004-06,41.5
2004-07,40.4
2004-08,41.6
2004-09,38.6
2004-10,37.3
2004-11,34.5
2004-12,34.6
2005-01,36.6
2005-02,37.2
2005-03,36.2
2005-04,36.4
2005-05,37.9
2005-06,40.0
2005-07,40.7
2005-08,39.7
2005-09,36.6
2005-10,36.0
2005-11,34.7
2005-12,35.5
2006-01,35.2
2006-02,37.8
2006-03,43.0
2006-04,44.7
2006-05,43.4
2006-06,40.8
2006-07,40.3
2006-08,42.2
2006-09,43.5
2006-10,44.6
2006-11,44.2
2006-12,39.1
2007-01,35.6
2007-02,31.4
2007-03,34.3
2007-04,38.3
2007-05,45.5
2007-06,49.1
2007-07,50.5
2007-08,50.5
2007-09,47.9
2007-10,46.5
2007-11,46.8
2007-12,45.4
2008-01,46.5
2008-02,46.1
2008-03,52.5
2008-04,56.3
2008-05,60.1
2008-06,60.1
2008-07,59.3
2008-08,55.0
2008-09,50.9
2008-10,46.8
2008-11,46.8
2008-12,46.0
2009-01,47.5
2009-02,46.8
2009-03,49.0
2009-04,50.2
2009-05,55.6
2009-06,59.6
2009-07,62.7
2009-08,62.9
2009-09,63.6
2009-10,63.9
2009-11,65.6
2009-12,68.8
2010-01,67.6
2010-02,67.6
2010-03,63.2
2010-04,65.0
2010-05,61.7
2010-06,61.8
2010-07,61.0
2010-08,63.3
2010-09,65.2
2010-10,68.7
2010-11,71.1
2010-12,72.8
2011-01,70.4
2011-02,68.5
2011-03,67.2
2011-04,70.6
2011-05,72.6
2011-06,73.2
2011-07,72.1
2011-08,69.3
2011-09,67.0
2011-10,62.6
2011-11,58.7
2011-12,55.4
2012-01,58.5
2012-02,63.8
2012-03,72.5
2012-04,80.4
2012-05,82.0
2012-06,82.4
2012-07,78.1
2012-08,78.8
2012-09,78.6
2012-10,80.8
2012-11,79.4
2012-12,77.7
2013-01,70.5
2013-02,65.7
2013-03,67.0
2013-04,69.8
2013-05,72.0
2013-06,71.5
2013-07,71.2
2013-08,71.6
2013-09,68.8
2013-10,66.4
2013-11,59.7
2013-12,58.5
