Date,Extent
2005-10,12.914387096774194
2005-11,13.266250000000001
2005-12,10.953935483870968
2006-01,8.814564516129034
2006-02,8.488178571428572
2006-03,8.817790322580645
2006-04,9.958133333333334
2006-05,10.986806451612903
2006-06,12.132133333333334
2006-07,12.286983870967742
2006-08,12.296629032258064
2006-09,12.478266666666666
2006-10,13.136854838709677
2006-11,12.944283333333335
2006-12,10.904403225806451
2007-01,9.187806451612904
2007-02,8.70892857142857
2007-03,9.188451612903226
2007-04,10.131733333333333
2007-05,11.21374193548387
2007-06,12.253683333333333
2007-07,11.949306451612904
2007-08,11.512112903225805
2007-09,11.56395
2007-10,12.273725806451614
2007-11,12.82615
2007-12,12.00724193548387
2008-01,10.150483870967742
2008-02,9.42398275862069
2008-03,10.23167741935484
2008-04,11.297116666666666
2008-05,12.011677419354838
2008-06,12.635
2008-07,12.386387096774193
2008-08,11.778790322580644
2008-09,11.416233333333334
2008-10,12.671887096774194
2008-11,13.2955
2008-12,11.935112903225805
2009-01,9.810532258064518
2009-02,8.901053571428571
2009-03,9.712338709677418
2009-04,11.147066666666666
2009-05,12.056225806451613
2009-06,12.613866666666667
2009-07,12.363387096774193
2009-08,12.116774193548387
2009-09,12.11105
2009-10,12.609274193548387
2009-11,12.809783333333334
2009-12,11.469209677419355
2010-01,9.34858064516129
2010-02,8.843464285714285
2010-03,9.491725806451612
2010-04,10.687083333333334
2010-05,11.75267741935484
2010-06,12.49765
2010-07,12.498
2010-08,12.240983870967742
2010-09,11.831833333333332
2010-10,12.816112903225806
2010-11,13.184433333333335
2010-12,11.551
2011-01,8.987838709677419
2011-02,8.441053571428572
2011-03,8.957177419354839
2011-04,10.1022
2011-05,11.38675806451613
2011-06,12.040983333333335
2011-07,11.738467741935484
2011-08,11.653951612903226
2011-09,11.650283333333334
2011-10,12.341516129032257
2011-11,12.764583333333333
2011-12,11.676274193548387
2012-01,9.691645161290323
2012-02,9.053293103448276
2012-03,9.87325806451613
2012-04,10.9675
2012-05,11.734403225806451
2012-06,12.1106
2012-07,11.984887096774193
2012-08,11.410129032258064
2012-09,11.386716666666667
2012-10,12.239870967741934
2012-11,12.74895
2012-12,11.200306451612903
2013-01,9.622967741935485
2013-02,9.279982142857142
2013-03,10.024709677419356
2013-04,10.960683333333332
2013-05,11.9585
2013-06,12.757483333333333
2013-07,12.470112903225807
2013-08,12.338645161290323
2013-09,12.298466666666666
2013-10,13.236306451612903
2013-11,13.4056
2013-12,13.066
